timestamp,open,high,low,close,volume
1764248400000,90986.56,91075.99,90438.43,90852.78,1344.1126
1764252000000,90852.79,90978.49,90579.77,90789.68,539.81726
1764255600000,90789.68,90988.0,90629.98,90958.3,396.23776
1764259200000,90958.29,91562.0,90850.77,91467.13,778.41704
1764262800000,91467.12,91635.79,91299.06,91479.3,704.33875
1764266400000,91479.3,91843.59,91347.21,91791.99,433.08181
1764270000000,91791.99,91791.99,91506.94,91528.21,363.77786
1764273600000,91528.22,91596.76,91400.0,91433.17,259.27901
1764277200000,91433.18,91600.0,91217.17,91416.99,272.08151
1764280800000,91416.99,91590.0,91114.52,91317.65,289.90354
1764284400000,91317.66,91566.0,91213.79,91333.95,269.52758
1764288000000,91333.94,91417.99,91072.3,91207.34,405.71832
1764291600000,91207.34,91209.82,90800.3,90804.56,495.69936
1764295200000,90804.56,91135.69,90652.55,91083.08,665.69948
1764298800000,91083.08,91306.63,91000.88,91208.85,362.93677
1764302400000,91208.85,91486.29,91130.0,91424.02,286.91882
1764306000000,91424.02,91707.79,91304.28,91612.09,444.39646
1764309600000,91612.09,91612.09,91156.24,91300.69,441.82209
1764313200000,91300.69,91568.98,90867.43,90910.87,700.7864
1764316800000,90910.87,91717.0,90907.98,91690.0,899.46359
1764320400000,91689.99,91850.0,91439.34,91599.99,578.7761
1764324000000,91600.0,91874.86,91480.28,91850.49,786.48217
1764327600000,91850.49,92030.0,91065.13,91437.64,910.59811
1764331200000,91437.64,91692.3,91405.69,91513.4,360.31623
1764334800000,91513.4,92635.0,91380.94,92377.01,1231.35483
1764338400000,92377.0,93092.0,91818.35,92250.01,2337.42844
1764342000000,92250.0,92796.0,91976.59,92362.49,1117.5135
1764345600000,92362.5,92376.0,90880.0,90936.23,1386.76661
1764349200000,90936.24,91208.43,90180.63,90663.98,3368.6938
1764352800000,90661.57,90958.57,90421.88,90830.57,663.11655
1764356400000,90830.57,91202.55,90821.6,91157.44,360.61967
