donchian_len,atr_len,atr_mult,csv_md5,final_eq,n_trades,win_rate,avg_ret,max_dd,sharpe_proxy
15,14,1.5,714146da31e0afc82ac1606ae27920d6,1282.19,33,33.33,1.5962,35.3745,0.1126
5,25,1.5,714146da31e0afc82ac1606ae27920d6,1269.98,51,35.29,1.3315,51.3309,0.0918
25,20,2.0,714146da31e0afc82ac1606ae27920d6,1268.64,22,40.91,1.783,27.331,0.1409
15,30,4.0,714146da31e0afc82ac1606ae27920d6,1267.23,13,38.46,4.9149,50.5866,0.1799
5,20,1.5,714146da31e0afc82ac1606ae27920d6,1264.94,51,35.29,1.3136,50.6761,0.0912
5,7,1.5,714146da31e0afc82ac1606ae27920d6,1260.31,51,37.25,1.2772,50.5421,0.0904
30,10,1.0,714146da31e0afc82ac1606ae27920d6,1259.95,32,40.62,0.9912,21.8017,0.1297
30,14,1.0,714146da31e0afc82ac1606ae27920d6,1250.27,33,42.42,0.9363,20.9883,0.1245
30,7,1.5,714146da31e0afc82ac1606ae27920d6,1247.56,22,50.0,1.4806,17.6912,0.1439
15,25,4.0,714146da31e0afc82ac1606ae27920d6,1245.47,13,38.46,4.6876,50.7799,0.1746
8,10,1.0,714146da31e0afc82ac1606ae27920d6,1240.88,58,36.21,0.7204,44.4006,0.0805
15,7,4.0,714146da31e0afc82ac1606ae27920d6,1234.07,14,35.71,5.2839,54.4809,0.1621
15,25,1.5,714146da31e0afc82ac1606ae27920d6,1232.85,34,32.35,1.4748,41.1176,0.1028
12,20,1.0,714146da31e0afc82ac1606ae27920d6,1232.2,49,38.78,0.9049,43.167,0.0854
30,7,1.0,714146da31e0afc82ac1606ae27920d6,1231.11,31,41.94,0.937,22.0998,0.1232
15,14,4.0,714146da31e0afc82ac1606ae27920d6,1230.48,13,38.46,6.2987,55.0948,0.1725
12,14,1.0,714146da31e0afc82ac1606ae27920d6,1228.66,49,38.78,0.8963,42.7075,0.0849
8,7,1.5,714146da31e0afc82ac1606ae27920d6,1224.21,43,37.21,1.2273,48.1464,0.0913
30,14,1.5,714146da31e0afc82ac1606ae27920d6,1220.06,23,43.48,1.3426,18.354,0.1303
30,25,1.5,714146da31e0afc82ac1606ae27920d6,1213.54,24,41.67,1.2976,19.648,0.124
15,20,1.5,714146da31e0afc82ac1606ae27920d6,1213.12,34,32.35,1.418,40.7858,0.0995
15,7,1.5,714146da31e0afc82ac1606ae27920d6,1212.49,33,39.39,1.4059,42.8634,0.1004
20,30,2.0,714146da31e0afc82ac1606ae27920d6,1211.98,24,37.5,1.5991,32.2659,0.1172
15,20,4.0,714146da31e0afc82ac1606ae27920d6,1202.45,13,30.77,6.4491,56.8863,0.1697
5,20,1.0,714146da31e0afc82ac1606ae27920d6,1198.23,73,34.25,0.7354,42.6611,0.068
20,25,2.0,714146da31e0afc82ac1606ae27920d6,1188.16,24,37.5,1.5083,31.9547,0.1111
30,7,3.0,714146da31e0afc82ac1606ae27920d6,1187.65,13,38.46,2.7095,34.8091,0.1488
30,30,1.0,714146da31e0afc82ac1606ae27920d6,1185.73,35,37.14,0.7373,25.788,0.0994
12,7,3.0,714146da31e0afc82ac1606ae27920d6,1185.36,20,30.0,2.9767,49.212,0.129
30,20,1.5,714146da31e0afc82ac1606ae27920d6,1183.41,24,41.67,1.1855,19.36,0.1141
10,10,1.0,714146da31e0afc82ac1606ae27920d6,1179.06,53,35.85,0.6524,42.5006,0.074
12,14,1.5,714146da31e0afc82ac1606ae27920d6,1176.0,35,31.43,1.3249,38.0631,0.0922
15,30,1.5,714146da31e0afc82ac1606ae27920d6,1173.08,35,31.43,1.3015,41.3598,0.0914
30,25,1.0,714146da31e0afc82ac1606ae27920d6,1171.66,34,35.29,0.7255,26.2062,0.0961
30,10,1.5,714146da31e0afc82ac1606ae27920d6,1171.55,23,43.48,1.1477,17.7516,0.1135
20,10,1.0,714146da31e0afc82ac1606ae27920d6,1165.98,38,39.47,0.7018,31.976,0.0863
15,10,1.0,714146da31e0afc82ac1606ae27920d6,1165.65,45,37.78,0.7107,38.9258,0.0774
25,7,1.0,714146da31e0afc82ac1606ae27920d6,1160.65,35,40.0,0.7206,29.509,0.0889
30,30,1.5,714146da31e0afc82ac1606ae27920d6,1158.47,25,40.0,1.0732,25.0134,0.1031
20,20,2.0,714146da31e0afc82ac1606ae27920d6,1156.87,24,37.5,1.3838,31.6069,0.1028
8,7,3.0,714146da31e0afc82ac1606ae27920d6,1150.97,23,26.09,2.5956,51.8556,0.1159
25,10,3.0,714146da31e0afc82ac1606ae27920d6,1149.45,15,40.0,2.1114,32.4423,0.1279
12,7,1.5,714146da31e0afc82ac1606ae27920d6,1144.64,35,37.14,1.2193,44.9783,0.0863
20,7,1.0,714146da31e0afc82ac1606ae27920d6,1143.4,37,40.54,0.6573,32.6188,0.0812
10,7,1.0,714146da31e0afc82ac1606ae27920d6,1139.09,53,35.85,0.5771,42.7221,0.0665
15,10,4.0,714146da31e0afc82ac1606ae27920d6,1135.76,14,35.71,4.8836,58.3722,0.1455
10,14,1.5,714146da31e0afc82ac1606ae27920d6,1123.21,40,30.0,1.0635,38.1268,0.0783
12,30,1.0,714146da31e0afc82ac1606ae27920d6,1122.15,51,35.29,0.6887,43.6579,0.066
8,7,1.0,714146da31e0afc82ac1606ae27920d6,1119.2,59,35.59,0.5064,44.3068,0.0599
15,7,1.0,714146da31e0afc82ac1606ae27920d6,1115.75,45,40.0,0.6041,39.183,0.0666
12,25,1.0,714146da31e0afc82ac1606ae27920d6,1113.97,50,36.0,0.6888,43.4513,0.0653
12,25,1.5,714146da31e0afc82ac1606ae27920d6,1110.92,36,30.56,1.1752,43.5178,0.0807
12,10,3.5,714146da31e0afc82ac1606ae27920d6,1109.81,16,31.25,4.6816,59.3381,0.1364
5,10,1.5,714146da31e0afc82ac1606ae27920d6,1109.05,52,34.62,0.9983,51.5339,0.0718
25,25,3.0,714146da31e0afc82ac1606ae27920d6,1106.9,17,41.18,1.4967,35.7309,0.1045
15,10,1.5,714146da31e0afc82ac1606ae27920d6,1105.69,34,35.29,1.1038,43.1519,0.0796
15,30,2.0,714146da31e0afc82ac1606ae27920d6,1104.17,29,34.48,1.2922,45.9147,0.086
20,14,2.0,714146da31e0afc82ac1606ae27920d6,1101.27,24,37.5,1.1497,31.278,0.0872
20,30,3.5,714146da31e0afc82ac1606ae27920d6,1101.02,15,40.0,2.3039,42.2322,0.1153
12,20,1.5,714146da31e0afc82ac1606ae27920d6,1099.7,36,30.56,1.1357,43.2314,0.0785
25,14,2.0,714146da31e0afc82ac1606ae27920d6,1098.66,23,39.13,1.0693,33.6265,0.0871
5,30,1.0,714146da31e0afc82ac1606ae27920d6,1096.83,75,33.33,0.5968,43.2025,0.056
20,30,3.0,714146da31e0afc82ac1606ae27920d6,1089.19,18,38.89,1.5106,38.8518,0.0978
12,7,3.5,714146da31e0afc82ac1606ae27920d6,1086.85,17,29.41,4.1382,60.2593,0.127
5,25,1.0,714146da31e0afc82ac1606ae27920d6,1084.78,74,32.43,0.5921,42.9915,0.055
15,25,2.0,714146da31e0afc82ac1606ae27920d6,1082.74,29,34.48,1.2178,45.9617,0.0814
25,20,3.0,714146da31e0afc82ac1606ae27920d6,1078.1,17,35.29,1.3157,35.0907,0.0931
5,10,1.0,714146da31e0afc82ac1606ae27920d6,1076.81,72,34.72,0.4731,41.5459,0.0514
10,10,1.5,714146da31e0afc82ac1606ae27920d6,1075.91,40,32.5,0.9338,45.5279,0.0698
30,30,2.0,714146da31e0afc82ac1606ae27920d6,1073.37,21,42.86,0.8488,27.2109,0.0794
20,25,3.5,714146da31e0afc82ac1606ae27920d6,1069.01,15,40.0,2.0763,42.4972,0.105
10,25,1.5,714146da31e0afc82ac1606ae27920d6,1064.43,41,29.27,0.9462,43.5283,0.0686
15,20,2.0,714146da31e0afc82ac1606ae27920d6,1060.49,29,34.48,1.132,45.7541,0.0763
30,25,2.0,714146da31e0afc82ac1606ae27920d6,1053.54,21,42.86,0.751,26.6375,0.0709
12,30,1.5,714146da31e0afc82ac1606ae27920d6,1052.79,37,29.73,1.0102,43.7221,0.0698
10,20,1.5,714146da31e0afc82ac1606ae27920d6,1051.19,41,29.27,0.906,43.2582,0.0661
25,10,2.0,714146da31e0afc82ac1606ae27920d6,1048.41,23,39.13,0.8321,33.314,0.0697
20,10,2.0,714146da31e0afc82ac1606ae27920d6,1045.56,24,37.5,0.8999,31.4589,0.07
5,7,1.0,714146da31e0afc82ac1606ae27920d6,1043.12,72,34.72,0.3815,46.0191,0.0451
8,14,1.5,714146da31e0afc82ac1606ae27920d6,1038.79,45,33.33,0.8243,42.46,0.062
12,10,1.5,714146da31e0afc82ac1606ae27920d6,1027.91,36,33.33,0.9008,45.441,0.0642
30,20,2.0,714146da31e0afc82ac1606ae27920d6,1025.27,21,42.86,0.6101,25.963,0.0583
15,10,3.0,714146da31e0afc82ac1606ae27920d6,1023.46,20,35.0,1.6833,43.005,0.0876
10,30,1.5,714146da31e0afc82ac1606ae27920d6,1012.45,42,28.57,0.8146,43.7226,0.0594
8,10,3.5,714146da31e0afc82ac1606ae27920d6,1010.8,19,26.32,3.6041,63.3662,0.1121
30,30,3.5,714146da31e0afc82ac1606ae27920d6,1007.79,13,46.15,1.2595,33.8954,0.075
10,30,2.0,714146da31e0afc82ac1606ae27920d6,1007.47,33,36.36,0.9809,50.6899,0.0653
12,10,1.0,714146da31e0afc82ac1606ae27920d6,1007.12,49,36.73,0.3733,42.8778,0.0413
5,7,3.0,714146da31e0afc82ac1606ae27920d6,1003.87,27,29.63,2.1449,57.6636,0.0924
